                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    309,                0.61924,                0.39408,                 1.0673,                0.99646,                0.99601,                0.99496,                0.91571,                0.44721,                 0.2965,                0.92619,             0.00078428,             0.00078428,             0.00078428
                    310,                0.59114,                 0.3872,                 1.0624,                0.99645,                 0.9929,                0.99496,                0.91577,                0.44772,                0.29679,                0.92733,             0.00078032,             0.00078032,             0.00078032
                    311,                 0.6173,                0.38286,                 1.0645,                0.99646,                0.99595,                0.99496,                0.91426,                0.45027,                0.29099,                0.92059,             0.00077636,             0.00077636,             0.00077636
                    312,                0.59815,                0.39992,                 1.0509,                0.99645,                0.99208,                0.99496,                0.91014,                0.44902,                0.29883,                0.92566,              0.0007724,              0.0007724,              0.0007724
                    313,                0.58118,                0.37994,                 1.0397,                0.99293,                0.99254,                0.99475,                0.91195,                0.45117,                0.30483,                 0.9234,             0.00076844,             0.00076844,             0.00076844
                    314,                0.63804,                0.40555,                 1.0898,                0.99646,                0.99569,                0.99429,                0.91959,                0.43797,                0.29081,                0.91802,             0.00076448,             0.00076448,             0.00076448
                    315,                0.59055,                0.38017,                 1.0288,                0.99273,                0.99647,                0.99496,                0.90652,                0.47081,                0.29957,                0.94169,             0.00076052,             0.00076052,             0.00076052
                    316,                0.60639,                0.39419,                 1.0463,                0.99646,                 0.9959,                0.99486,                0.91204,                0.45119,                0.29606,                0.92967,             0.00075656,             0.00075656,             0.00075656
                    317,                0.59187,                0.39104,                  1.072,                0.99575,                0.99293,                0.99489,                0.90752,                0.44896,                0.29267,                0.92445,              0.0007526,              0.0007526,              0.0007526
                    318,                0.59542,                 0.3825,                 1.0557,                0.99645,                0.99236,                0.99496,                0.91845,                0.42315,                0.28852,                 0.9115,             0.00074864,             0.00074864,             0.00074864
                    319,                0.59365,                0.38865,                 1.0753,                0.99646,                0.99501,                0.99489,                0.91184,                0.44561,                0.30193,                0.92638,             0.00074468,             0.00074468,             0.00074468
                    320,                0.61257,                0.39501,                 1.0827,                0.99495,                0.99647,                0.99482,                0.91126,                0.44857,                0.29725,                0.93163,             0.00074072,             0.00074072,             0.00074072
                    321,                0.61133,                0.39356,                 1.0731,                0.99593,                0.99647,                0.99486,                 0.9172,                0.43641,                0.28853,                 0.9202,             0.00073676,             0.00073676,             0.00073676
                    322,                0.58177,                0.38227,                 1.0281,                0.99196,                0.99647,                0.99489,                0.92163,                0.43663,                0.29891,                0.91819,              0.0007328,              0.0007328,              0.0007328
                    323,                0.61156,                0.38142,                 1.0652,                0.99529,                0.99647,                0.99493,                0.91013,                0.43887,                0.29802,                 0.9177,             0.00072884,             0.00072884,             0.00072884
                    324,                0.60676,                0.39222,                 1.0882,                0.99604,                0.99647,                0.99482,                 0.9169,                0.43436,                0.29778,                0.91263,             0.00072488,             0.00072488,             0.00072488
                    325,                0.61435,                0.38492,                 1.0765,                0.99596,                0.99647,                0.99482,                0.90623,                0.46309,                0.30196,                0.92278,             0.00072092,             0.00072092,             0.00072092
                    326,                0.63836,                0.39899,                 1.1009,                0.99458,                0.99647,                0.99489,                0.91532,                0.44329,                0.29304,                0.91784,             0.00071696,             0.00071696,             0.00071696
                    327,                0.58834,                0.36566,                 1.0376,                0.99375,                0.99647,                0.99482,                0.91726,                0.44478,                0.29854,                0.91907,               0.000713,               0.000713,               0.000713
                    328,                0.55502,                0.35991,                 1.0213,                 0.9956,                0.99647,                0.99465,                 0.9207,                0.43051,                 0.2885,                 0.9107,             0.00070904,             0.00070904,             0.00070904
                    329,                0.59057,                0.37653,                 1.0559,                0.99503,                0.99647,                0.99496,                0.91424,                0.44152,                0.28604,                0.91566,             0.00070508,             0.00070508,             0.00070508
                    330,                0.58006,                0.37463,                 1.0382,                0.99295,                0.99647,                  0.995,                0.91685,                 0.4452,                 0.2812,                0.91762,             0.00070112,             0.00070112,             0.00070112
                    331,                0.57404,                0.37899,                 1.0555,                0.99296,                 0.9963,                0.99489,                 0.9165,                0.43349,                0.28294,                 0.9178,             0.00069716,             0.00069716,             0.00069716
                    332,                0.54148,                0.36827,                 1.0237,                0.99173,                0.99293,                0.99493,                0.91719,                0.43694,                0.29708,                0.92212,              0.0006932,              0.0006932,              0.0006932
                    333,                0.59935,                 0.3816,                 1.0676,                0.99802,                0.99293,                  0.995,                0.91139,                0.44783,                0.29387,                0.92037,             0.00068924,             0.00068924,             0.00068924
                    334,                0.60779,                0.38836,                 1.0723,                0.99491,                0.99647,                0.99496,                0.92178,                0.43463,                0.29176,                0.91702,             0.00068528,             0.00068528,             0.00068528
                    335,                0.61809,                0.38836,                 1.0631,                0.99673,                0.99647,                  0.995,                0.91526,                 0.4477,                0.28747,                0.91888,             0.00068132,             0.00068132,             0.00068132
                    336,                 0.6098,                  0.377,                 1.0756,                      1,                0.99411,                  0.995,                0.92115,                 0.4413,                0.28902,                0.91556,             0.00067736,             0.00067736,             0.00067736
                    337,                0.58702,                0.39447,                 1.0751,                0.99806,                 0.9894,                0.99493,                0.91865,                0.44044,                0.29107,                0.91377,              0.0006734,              0.0006734,              0.0006734
                    338,                0.60152,                0.38392,                 1.0413,                0.99449,                 0.9894,                0.99489,                0.92696,                0.41984,                0.27853,                0.90583,             0.00066944,             0.00066944,             0.00066944
                    339,                0.57812,                0.39379,                 1.0613,                0.99645,                0.99165,                0.99496,                0.92013,                0.43951,                0.28978,                0.91479,             0.00066548,             0.00066548,             0.00066548
                    340,                 0.5771,                  0.377,                 1.0475,                0.99474,                0.99293,                0.99496,                0.92464,                0.42273,                0.28867,                0.90495,             0.00066152,             0.00066152,             0.00066152
                    341,                0.59823,                0.38527,                  1.029,                0.99281,                0.99647,                0.99496,                0.92052,                0.43835,                0.29015,                0.92299,             0.00065756,             0.00065756,             0.00065756
                    342,                0.55399,                0.37492,                 1.0293,                0.99624,                0.99647,                0.99468,                0.92139,                0.43639,                0.28522,                0.91136,              0.0006536,              0.0006536,              0.0006536
                    343,                  0.594,                0.37378,                 1.0447,                0.99646,                0.99597,                0.99482,                0.92143,                0.43212,                0.28569,                0.90835,             0.00064964,             0.00064964,             0.00064964
                    344,                0.56634,                0.37976,                 1.0193,                0.99617,                0.99293,                0.99465,                0.92177,                0.41965,                0.28164,                0.90439,             0.00064568,             0.00064568,             0.00064568
                    345,                0.58691,                0.37134,                 1.0616,                0.99646,                 0.9952,                0.99461,                0.91953,                0.43368,                0.29219,                0.91473,             0.00064172,             0.00064172,             0.00064172
                    346,                0.60942,                0.38313,                 1.0552,                0.99588,                0.99647,                0.99461,                0.92358,                 0.4175,                0.28811,                0.90762,             0.00063776,             0.00063776,             0.00063776
                    347,                0.60754,                0.38908,                 1.0842,                0.99608,                0.99647,                0.99475,                0.91435,                0.44381,                0.29181,                0.92244,              0.0006338,              0.0006338,              0.0006338
                    348,                0.57324,                0.38137,                 1.0468,                0.99593,                0.99647,                0.99486,                0.92012,                0.42151,                0.28369,                0.91175,             0.00062984,             0.00062984,             0.00062984
                    349,                0.59302,                0.38391,                 1.0586,                0.99572,                0.99647,                0.99493,                0.92293,                0.42677,                0.28433,                0.90936,             0.00062588,             0.00062588,             0.00062588
                    350,                0.56607,                0.36604,                 1.0497,                0.99545,                0.99647,                0.99496,                0.92229,                0.42318,                0.28518,                0.90531,             0.00062192,             0.00062192,             0.00062192
                    351,                0.55289,                0.36214,                 1.0426,                0.99934,                0.99647,                  0.995,                0.91795,                 0.4237,                0.27756,                0.90451,             0.00061796,             0.00061796,             0.00061796
                    352,                0.57588,                0.36381,                 1.0417,                0.99955,                0.99647,                  0.995,                0.91878,                0.43667,                0.28896,                0.90776,               0.000614,               0.000614,               0.000614
                    353,                0.56435,                0.36068,                 1.0372,                      1,                0.99553,                  0.995,                0.92032,                0.41621,                0.28183,                0.90034,             0.00061004,             0.00061004,             0.00061004
                    354,                0.57492,                0.35754,                 1.0551,                0.99316,                0.99647,                0.99496,                0.91695,                0.42775,                0.28083,                0.90598,             0.00060608,             0.00060608,             0.00060608
                    355,                0.55834,                0.35609,                 1.0396,                      1,                0.99129,                  0.995,                0.92431,                0.41068,                0.27644,                0.89831,             0.00060212,             0.00060212,             0.00060212
                    356,                0.60319,                0.39661,                 1.0757,                0.99898,                0.99647,                  0.995,                0.92433,                0.42307,                0.28241,                0.90777,             0.00059816,             0.00059816,             0.00059816
                    357,                 0.5926,                 0.3774,                   1.04,                0.99598,                0.99647,                  0.995,                0.92737,                0.41542,                0.27806,                0.90125,              0.0005942,              0.0005942,              0.0005942
                    358,                0.55604,                0.36036,                 1.0379,                0.99528,                0.99647,                0.99496,                0.93041,                0.41124,                0.27549,                0.90012,             0.00059024,             0.00059024,             0.00059024
                    359,                0.62838,                0.37369,                 1.0719,                0.99277,                0.99647,                0.99472,                0.93232,                0.40598,                0.28395,                0.89344,             0.00058628,             0.00058628,             0.00058628
                    360,                0.54698,                0.36436,                 1.0428,                 0.9945,                0.99647,                0.99472,                0.92862,                0.40612,                0.27892,                0.89306,             0.00058232,             0.00058232,             0.00058232
                    361,                0.52985,                0.35913,                0.99933,                0.99781,                0.99647,                  0.995,                0.92493,                0.40656,                0.27005,                0.89784,             0.00057836,             0.00057836,             0.00057836
                    362,                0.55806,                0.35492,                 1.0362,                0.99963,                0.99647,                  0.995,                0.93621,                0.39603,                0.26484,                0.89081,              0.0005744,              0.0005744,              0.0005744
                    363,                0.58623,                 0.3938,                 1.0701,                 0.9975,                0.99293,                  0.995,                0.92988,                0.42661,                0.28194,                0.90233,             0.00057044,             0.00057044,             0.00057044
                    364,                0.56015,                0.37581,                 1.0443,                 0.9958,                0.99647,                  0.995,                0.93298,                0.39768,                0.27162,                0.88789,             0.00056648,             0.00056648,             0.00056648
                    365,                0.54638,                0.34882,                   1.03,                      1,                0.99583,                  0.995,                0.93487,                0.38881,                 0.2664,                0.88759,             0.00056252,             0.00056252,             0.00056252
                    366,                 0.5698,                0.36581,                  1.028,                0.99944,                0.99293,                  0.995,                0.93752,                0.38774,                0.26421,                0.88819,             0.00055856,             0.00055856,             0.00055856
                    367,                0.54463,                0.35235,                 1.0243,                      1,                0.99255,                  0.995,                  0.932,                0.39945,                0.27165,                0.89546,              0.0005546,              0.0005546,              0.0005546
                    368,                0.57818,                0.38183,                 1.0611,                0.99646,                0.99536,                0.99496,                0.92969,                0.39666,                0.27452,                0.89466,             0.00055064,             0.00055064,             0.00055064
                    369,                0.54244,                 0.3564,                 1.0262,                      1,                0.99386,                  0.995,                0.92119,                 0.4142,                0.27911,                0.90277,             0.00054668,             0.00054668,             0.00054668
                    370,                0.55404,                0.35022,                 1.0456,                 0.9929,                0.99647,                0.99496,                0.91911,                0.41612,                0.26845,                0.90129,             0.00054272,             0.00054272,             0.00054272
                    371,                0.54475,                0.34442,                 1.0339,                0.99946,                0.99647,                  0.995,                 0.9248,                0.43744,                0.27601,                0.91242,             0.00053876,             0.00053876,             0.00053876
                    372,                0.56873,                0.37409,                 1.0441,                      1,                0.99642,                  0.995,                 0.9242,                 0.4335,                0.28039,                0.90761,              0.0005348,              0.0005348,              0.0005348
                    373,                0.57463,                0.38477,                 1.0417,                0.99645,                0.99279,                0.99489,                0.92069,                  0.422,                0.27002,                0.89798,             0.00053084,             0.00053084,             0.00053084
                    374,                 0.5567,                0.37045,                 1.0731,                0.99284,                0.99647,                0.99493,                0.91758,                0.42346,                0.27714,                0.89844,             0.00052688,             0.00052688,             0.00052688
                    375,                0.57492,                0.37599,                 1.0412,                0.99294,                0.99406,                0.99493,                0.92646,                 0.4145,                0.27327,                0.89887,             0.00052292,             0.00052292,             0.00052292
                    376,                0.61035,                0.38093,                 1.0955,                0.99525,                0.99647,                0.99493,                0.93442,                0.39005,                0.26973,                0.88977,             0.00051896,             0.00051896,             0.00051896
                    377,                0.55511,                0.35565,                 1.0237,                0.99647,                0.99628,                0.99489,                0.93116,                 0.4075,                0.26869,                0.89535,               0.000515,               0.000515,               0.000515
                    378,                0.54738,                0.36233,                 1.0232,                0.99644,                0.99647,                  0.995,                0.93308,                0.38457,                0.26229,                0.88636,             0.00051104,             0.00051104,             0.00051104
                    379,                0.56863,                0.36034,                 1.0463,                      1,                0.99517,                  0.995,                 0.9222,                0.40297,                0.26825,                0.89433,             0.00050708,             0.00050708,             0.00050708
                    380,                0.52824,                0.34884,                 1.0223,                0.99898,                0.99647,                  0.995,                0.93061,                0.38743,                0.26543,                0.88822,             0.00050312,             0.00050312,             0.00050312
                    381,                0.59158,                0.36292,                 1.0609,                 0.9962,                0.99647,                  0.995,                0.93335,                0.38813,                0.26699,                0.88657,             0.00049916,             0.00049916,             0.00049916
                    382,                0.50348,                0.34482,                  1.007,                0.99647,                0.99615,                  0.995,                0.92841,                0.39169,                0.26361,                0.88578,              0.0004952,              0.0004952,              0.0004952
                    383,                0.53834,                0.34456,                 1.0278,                0.99974,                0.99647,                  0.995,                0.93837,                0.37987,                0.25651,                0.88011,             0.00049124,             0.00049124,             0.00049124
                    384,                0.52636,                0.34726,                  1.006,                 0.9995,                0.99647,                  0.995,                0.93797,                0.38981,                0.26123,                0.88555,             0.00048728,             0.00048728,             0.00048728
                    385,                 0.5848,                0.36518,                 1.0699,                0.99937,                0.99647,                  0.995,                0.93842,                0.37195,                0.26428,                0.88017,             0.00048332,             0.00048332,             0.00048332
                    386,                0.56729,                0.37199,                 1.0234,                0.99647,                 0.9962,                0.99479,                0.92925,                0.39474,                0.26697,                0.89067,             0.00047936,             0.00047936,             0.00047936
                    387,                0.58864,                0.39014,                  1.054,                0.99603,                0.99647,                0.99472,                0.93425,                0.39129,                0.26418,                0.88453,              0.0004754,              0.0004754,              0.0004754
                    388,                0.56798,                0.36099,                 1.0356,                0.99599,                0.99647,                0.99468,                 0.9384,                0.38557,                0.26513,                0.88296,             0.00047144,             0.00047144,             0.00047144
                    389,                0.57153,                  0.373,                 1.0596,                0.99572,                0.99647,                0.99493,                0.92758,                0.40434,                0.27022,                0.88974,             0.00046748,             0.00046748,             0.00046748
                    390,                0.55556,                0.35863,                 1.0369,                0.99544,                0.99647,                0.99496,                0.92739,                0.40475,                0.26655,                0.89233,             0.00046352,             0.00046352,             0.00046352
                    391,                0.54391,                0.35918,                 1.0065,                0.99565,                0.99647,                0.99493,                0.93601,                0.39885,                0.26538,                0.88728,             0.00045956,             0.00045956,             0.00045956
                    392,                0.54136,                0.34772,                 1.0297,                0.99646,                0.99575,                0.99493,                0.93005,                0.40409,                0.26326,                0.88947,              0.0004556,              0.0004556,              0.0004556
                    393,                0.54475,                0.34662,                 1.0218,                 0.9924,                0.99647,                0.99496,                0.94201,                0.38088,                0.25761,                0.88155,             0.00045164,             0.00045164,             0.00045164
                    394,                 0.5339,                0.35656,                  1.036,                0.99646,                0.99603,                0.99496,                0.94699,                0.36588,                0.25151,                0.87664,             0.00044768,             0.00044768,             0.00044768
                    395,                 0.5384,                0.36265,                 1.0254,                      1,                0.99615,                  0.995,                0.94742,                0.36971,                0.26109,                 0.8757,             0.00044372,             0.00044372,             0.00044372
                    396,                0.53069,                0.35429,                 1.0329,                0.99874,                0.99647,                  0.995,                0.94071,                0.38014,                0.25722,                0.88008,             0.00043976,             0.00043976,             0.00043976
                    397,                0.54338,                0.35109,                 1.0088,                0.99869,                0.99647,                  0.995,                0.93636,                0.37868,                0.25721,                0.87883,              0.0004358,              0.0004358,              0.0004358
                    398,                0.53868,                 0.3551,                 1.0455,                0.99552,                0.99647,                0.99493,                0.94079,                0.37374,                0.25762,                0.87789,             0.00043184,             0.00043184,             0.00043184
                    399,                0.56072,                0.37099,                 1.0181,                0.99591,                0.99647,                0.99496,                0.93217,                0.38623,                0.26466,                0.88285,             0.00042788,             0.00042788,             0.00042788
                    400,                0.56323,                 0.3655,                 1.0479,                 0.9944,                0.99647,                0.99496,                0.94384,                 0.3769,                0.26144,                0.87638,             0.00042392,             0.00042392,             0.00042392
                    401,                0.52631,                0.34437,                 1.0065,                0.99557,                0.99647,                0.99493,                 0.9456,                0.37228,                0.25702,                0.87422,             0.00041996,             0.00041996,             0.00041996
                    402,                0.55948,                0.36335,                 1.0422,                0.99535,                0.99647,                0.99493,                0.93827,                0.37895,                0.25913,                0.87334,               0.000416,               0.000416,               0.000416
                    403,                0.55616,                0.35495,                  1.057,                0.99599,                0.99647,                0.99479,                 0.9361,                0.38859,                0.25602,                0.87949,             0.00041204,             0.00041204,             0.00041204
                    404,                0.52247,                 0.3439,                  1.011,                0.99941,                0.99647,                  0.995,                0.93937,                0.37955,                0.25718,                0.88008,             0.00040808,             0.00040808,             0.00040808
                    405,                0.55177,                0.36047,                 1.0288,                0.99976,                0.99647,                  0.995,                0.93925,                 0.3685,                0.25319,                0.87553,             0.00040412,             0.00040412,             0.00040412
                    406,                0.53565,                0.33888,                 1.0029,                0.99981,                0.99647,                  0.995,                  0.935,                0.37434,                 0.2558,                0.87747,             0.00040016,             0.00040016,             0.00040016
                    407,                0.54502,                0.36389,                 1.0285,                      1,                0.99514,                  0.995,                0.94224,                 0.3605,                 0.2567,                 0.8701,              0.0003962,              0.0003962,              0.0003962
                    408,                0.53884,                0.35193,                 1.0147,                 0.9987,                0.99293,                  0.995,                0.93926,                0.36399,                0.25099,                0.87238,             0.00039224,             0.00039224,             0.00039224
                    409,                0.54629,                0.35218,                 1.0296,                0.99795,                0.99293,                  0.995,                0.93473,                0.38571,                0.25387,                0.87846,             0.00038828,             0.00038828,             0.00038828
                    410,                0.52814,                0.34284,                 1.0357,                 0.9996,                0.99647,                  0.995,                0.94977,                0.35942,                0.24691,                0.86971,             0.00038432,             0.00038432,             0.00038432
                    411,                0.54682,                0.35205,                 1.0174,                0.99945,                0.99647,                  0.995,                0.94404,                0.37504,                0.25613,                0.87889,             0.00038036,             0.00038036,             0.00038036
                    412,                0.53423,                0.34238,                 1.0293,                0.99921,                0.99647,                  0.995,                0.94173,                0.38146,                 0.2561,                0.87899,              0.0003764,              0.0003764,              0.0003764
                    413,                0.55995,                0.34645,                 1.0517,                0.99682,                0.99647,                  0.995,                0.94708,                 0.3633,                0.25265,                0.86775,             0.00037244,             0.00037244,             0.00037244
                    414,                0.55262,                0.35616,                 1.0204,                 0.9991,                0.99647,                  0.995,                0.93816,                0.38556,                0.25749,                0.87782,             0.00036848,             0.00036848,             0.00036848
                    415,                0.51589,                  0.326,                0.99725,                0.99933,                0.99647,                  0.995,                0.94729,                0.36342,                0.25104,                0.87193,             0.00036452,             0.00036452,             0.00036452
                    416,                0.51928,                0.33793,                 1.0074,                0.99899,                0.99647,                  0.995,                0.95391,                0.36012,                0.24848,                0.86838,             0.00036056,             0.00036056,             0.00036056
                    417,                0.55716,                0.34905,                 1.0321,                0.99881,                0.99647,                  0.995,                0.95011,                 0.3681,                0.24825,                 0.8694,              0.0003566,              0.0003566,              0.0003566
                    418,                0.53863,                  0.353,                 1.0168,                 0.9951,                0.99647,                0.99496,                0.94946,                0.36139,                0.25305,                0.86423,             0.00035264,             0.00035264,             0.00035264
                    419,                0.54634,                0.33907,                 1.0417,                0.99481,                0.99647,                0.99496,                0.94545,                0.36686,                 0.2526,                 0.8679,             0.00034868,             0.00034868,             0.00034868
                    420,                0.49089,                0.33931,                0.97432,                0.99508,                0.99647,                0.99472,                 0.9482,                0.36559,                0.25101,                0.86637,             0.00034472,             0.00034472,             0.00034472
                    421,                0.54615,                0.34266,                 1.0085,                0.99554,                0.99647,                0.99472,                0.94626,                0.36537,                0.25215,                0.86602,             0.00034076,             0.00034076,             0.00034076
                    422,                0.50153,                0.33197,                 1.0112,                0.99512,                0.99647,                0.99475,                0.94259,                0.37051,                 0.2551,                0.87148,              0.0003368,              0.0003368,              0.0003368
                    423,                0.53444,                0.34006,                  1.018,                0.99091,                0.99647,                0.99472,                0.94151,                0.36795,                0.25888,                0.87039,             0.00033284,             0.00033284,             0.00033284
                    424,                0.52818,                0.34728,                 1.0164,                 0.9957,                0.99647,                0.99475,                 0.9428,                0.36563,                0.25658,                0.86728,             0.00032888,             0.00032888,             0.00032888
                    425,                0.53228,                0.34293,                 1.0266,                0.99646,                0.99563,                0.99479,                 0.9479,                0.36133,                0.25218,                0.86641,             0.00032492,             0.00032492,             0.00032492
                    426,                0.50555,                0.33729,                0.99072,                0.99646,                0.99577,                0.99493,                0.95114,                0.35639,                0.24376,                0.86507,             0.00032096,             0.00032096,             0.00032096
                    427,                  0.529,                0.34241,                 1.0279,                0.99827,                0.99647,                  0.995,                0.95233,                0.34907,                0.24353,                0.86481,               0.000317,               0.000317,               0.000317
                    428,                0.54058,                0.34931,                 1.0323,                0.99784,                0.99647,                  0.995,                0.95258,                0.34753,                0.24093,                0.86323,             0.00031304,             0.00031304,             0.00031304
                    429,                0.50964,                0.32719,                 1.0144,                      1,                0.99591,                  0.995,                0.94594,                0.37102,                0.25096,                 0.8711,             0.00030908,             0.00030908,             0.00030908
                    430,                0.53128,                0.35644,                0.99188,                      1,                0.99523,                  0.995,                0.95113,                 0.3589,                0.24689,                0.86585,             0.00030512,             0.00030512,             0.00030512
                    431,                0.55405,                0.35506,                 1.0139,                0.99633,                0.99293,                  0.995,                0.94512,                 0.3615,                0.24875,                0.86516,             0.00030116,             0.00030116,             0.00030116
                    432,                0.53894,                0.35673,                 1.0172,                0.99255,                0.99647,                0.99496,                0.94589,                0.35775,                 0.2504,                0.86235,              0.0002972,              0.0002972,              0.0002972
                    433,                0.51562,                0.32939,                 1.0143,                0.99261,                0.99647,                0.99496,                 0.9496,                0.34562,                0.24849,                0.85777,             0.00029324,             0.00029324,             0.00029324
                    434,                0.51218,                0.34199,                 1.0103,                0.99263,                0.99647,                  0.995,                0.95012,                0.33997,                0.25022,                0.85646,             0.00028928,             0.00028928,             0.00028928
                    435,                0.52815,                0.34607,                 1.0101,                      1,                0.99574,                  0.995,                0.94209,                0.35847,                0.25114,                0.86347,             0.00028532,             0.00028532,             0.00028532
                    436,                0.50617,                0.32324,                 1.0026,                      1,                0.99627,                  0.995,                0.95478,                 0.3413,                0.24394,                0.85693,             0.00028136,             0.00028136,             0.00028136
                    437,                0.54032,                0.35123,                  1.012,                      1,                0.99571,                  0.995,                0.95067,                0.34941,                0.24407,                0.86105,              0.0002774,              0.0002774,              0.0002774
                    438,                0.48858,                0.31635,                0.98445,                0.99701,                0.99293,                  0.995,                0.95105,                0.35158,                0.24632,                0.86206,             0.00027344,             0.00027344,             0.00027344
                    439,                0.49792,                0.31764,                      1,                0.99645,                0.99295,                  0.995,                0.95166,                0.34742,                0.24795,                 0.8589,             0.00026948,             0.00026948,             0.00026948
                    440,                0.49446,                0.32043,                 1.0024,                 0.9998,                0.99293,                  0.995,                0.95042,                0.34431,                0.24437,                0.85814,             0.00026552,             0.00026552,             0.00026552
                    441,                0.49485,                0.31519,                0.99755,                      1,                0.99551,                  0.995,                0.95395,                0.34061,                0.24036,                0.85792,             0.00026156,             0.00026156,             0.00026156
                    442,                0.50543,                0.32883,                 1.0034,                0.99971,                0.99647,                  0.995,                0.95531,                0.33403,                0.23761,                 0.8568,              0.0002576,              0.0002576,              0.0002576
                    443,                0.52239,                0.35124,                 1.0145,                0.99496,                0.99647,                  0.995,                0.95046,                0.35479,                0.24241,                0.86489,             0.00025364,             0.00025364,             0.00025364
                    444,                0.49574,                0.32362,                 1.0003,                0.99874,                0.99293,                  0.995,                0.95543,                0.34072,                0.24089,                0.85977,             0.00024968,             0.00024968,             0.00024968
                    445,                0.52799,                0.33234,                 1.0079,                0.99886,                0.99293,                  0.995,                0.95841,                0.32902,                0.24016,                0.85484,             0.00024572,             0.00024572,             0.00024572
                    446,                0.50039,                0.32459,                0.99877,                0.99794,                0.99293,                  0.995,                0.95482,                0.34248,                0.24378,                0.85903,             0.00024176,             0.00024176,             0.00024176
                    447,                0.50883,                0.32795,                 1.0042,                      1,                0.99545,                  0.995,                0.95073,                0.34422,                0.24256,                0.85893,              0.0002378,              0.0002378,              0.0002378
                    448,                0.51974,                0.33383,                 1.0181,                0.99948,                0.99647,                  0.995,                0.95354,                0.33666,                0.24133,                 0.8543,             0.00023384,             0.00023384,             0.00023384
                    449,                0.53053,                0.33275,                 1.0421,                0.99949,                0.99647,                  0.995,                 0.9509,                0.33951,                0.23959,                0.85675,             0.00022988,             0.00022988,             0.00022988
                    450,                0.52118,                0.32357,                 1.0389,                0.99946,                0.99647,                  0.995,                0.95072,                0.34342,                0.24358,                0.86046,             0.00022592,             0.00022592,             0.00022592
                    451,                0.49602,                0.31632,                0.99257,                0.99928,                0.99647,                  0.995,                0.95527,                0.33958,                0.24268,                0.85803,             0.00022196,             0.00022196,             0.00022196
                    452,                0.51998,                0.33063,                 1.0109,                0.99861,                0.99647,                  0.995,                0.95443,                0.33399,                0.23895,                0.85646,               0.000218,               0.000218,               0.000218
                    453,                0.50891,                0.33237,                 1.0121,                0.99752,                0.99647,                  0.995,                0.95819,                  0.334,                0.23964,                0.85533,             0.00021404,             0.00021404,             0.00021404
                    454,                0.52584,                0.32907,                  1.029,                0.99802,                0.99647,                  0.995,                0.94949,                0.34055,                0.24104,                0.85701,             0.00021008,             0.00021008,             0.00021008
                    455,                0.49981,                0.33365,                 1.0269,                0.99601,                0.99647,                  0.995,                 0.9524,                0.33898,                0.23846,                0.85777,             0.00020612,             0.00020612,             0.00020612
                    456,                0.50134,                0.33309,                 1.0188,                0.99732,                0.99647,                  0.995,                0.95683,                0.33069,                0.23476,                0.85537,             0.00020216,             0.00020216,             0.00020216
                    457,                0.46691,                0.30948,                0.98366,                0.99641,                0.99647,                  0.995,                0.95905,                0.32802,                0.23272,                0.85467,              0.0001982,              0.0001982,              0.0001982
                    458,                0.50308,                0.32484,                0.99613,                0.99694,                0.99647,                  0.995,                0.95686,                0.32578,                0.23153,                0.85328,             0.00019424,             0.00019424,             0.00019424
                    459,                0.48951,                0.31564,                0.99186,                0.99691,                0.99647,                  0.995,                0.95701,                0.32948,                0.23664,                0.85352,             0.00019028,             0.00019028,             0.00019028
                    460,                0.46763,                0.30766,                0.97044,                0.99756,                0.99647,                  0.995,                  0.955,                0.32862,                0.23528,                0.85398,             0.00018632,             0.00018632,             0.00018632
                    461,                0.47491,                0.31939,                0.97863,                0.99851,                0.99647,                  0.995,                0.95933,                0.32241,                0.23369,                0.85042,             0.00018236,             0.00018236,             0.00018236
                    462,                0.46927,                0.31369,                0.99514,                0.99889,                0.99647,                  0.995,                 0.9599,                0.31949,                0.23307,                0.84859,              0.0001784,              0.0001784,              0.0001784
                    463,                0.48274,                0.31603,                0.97528,                0.99945,                0.99647,                  0.995,                0.95506,                0.32816,                0.23504,                0.85054,             0.00017444,             0.00017444,             0.00017444
                    464,                0.48812,                0.33051,                0.99702,                0.99962,                0.99647,                  0.995,                0.95549,                0.32577,                 0.2355,                0.84875,             0.00017048,             0.00017048,             0.00017048
                    465,                0.49347,                0.31698,                 1.0036,                0.99971,                0.99647,                  0.995,                0.95398,                0.32474,                0.23468,                0.84773,             0.00016652,             0.00016652,             0.00016652
                    466,                0.49981,                0.32664,                 1.0064,                      1,                0.99606,                  0.995,                0.96096,                0.31382,                0.22649,                0.84542,             0.00016256,             0.00016256,             0.00016256
                    467,                0.47288,                0.31402,                0.98416,                      1,                0.99565,                  0.995,                0.96234,                0.31611,                0.22906,                0.84683,              0.0001586,              0.0001586,              0.0001586
                    468,                0.46903,                0.30816,                0.97677,                      1,                 0.9964,                  0.995,                0.96164,                0.32133,                0.23228,                0.84827,             0.00015464,             0.00015464,             0.00015464
                    469,                0.48824,                0.31981,                0.99571,                0.99896,                0.99647,                  0.995,                 0.9596,                0.31793,                0.23133,                0.84588,             0.00015068,             0.00015068,             0.00015068
