                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                0.79981,                0.54807,                 1.1853,                0.97544,                0.98233,                0.99393,                  0.853,                0.63075,                0.42371,                 1.0824,              0.0014139,              0.0014139,              0.0014139
                    151,                0.81422,                0.55975,                  1.208,                0.98562,                 0.9691,                0.99379,                 0.8426,                0.65914,                0.42922,                 1.0783,                0.00141,                0.00141,                0.00141
                    152,                0.78453,                 0.5302,                 1.1823,                0.96752,                0.97173,                0.99097,                0.84129,                0.64425,                0.44299,                 1.0773,               0.001406,               0.001406,               0.001406
                    153,                0.79963,                0.53992,                 1.1903,                0.97765,                 0.9788,                0.99171,                0.82209,                0.69456,                0.44731,                  1.102,               0.001402,               0.001402,               0.001402
                    154,                0.81157,                0.52496,                 1.2338,                0.99282,                0.97693,                0.99339,                0.84003,                0.66125,                0.43322,                 1.0852,              0.0013981,              0.0013981,              0.0013981
                    155,                0.83432,                0.56126,                 1.2382,                0.95984,                0.98233,                0.99044,                0.84694,                0.63642,                0.44197,                 1.0809,              0.0013941,              0.0013941,              0.0013941
                    156,                0.78687,                0.52128,                 1.1935,                0.97026,                0.96113,                0.99019,                0.83642,                0.63952,                0.47701,                 1.0557,              0.0013902,              0.0013902,              0.0013902
                    157,                0.77497,                 0.5131,                 1.1725,                0.98172,                 0.9489,                0.99034,                0.83401,                0.65941,                0.46504,                 1.0828,              0.0013862,              0.0013862,              0.0013862
                    158,                0.76361,                0.53294,                 1.1921,                0.97195,                 0.9797,                0.99336,                0.84914,                0.61708,                0.43964,                 1.0511,              0.0013822,              0.0013822,              0.0013822
                    159,                0.78999,                0.50761,                 1.1973,                0.97925,                0.98233,                0.99342,                0.84285,                0.66059,                0.41957,                  1.089,              0.0013783,              0.0013783,              0.0013783
                    160,                0.79677,                0.53722,                 1.2239,                0.97535,                0.98587,                0.99369,                0.84829,                0.61282,                0.44268,                 1.0531,              0.0013743,              0.0013743,              0.0013743
                    161,                0.78215,                0.50923,                 1.1876,                0.98576,                0.97836,                0.99373,                0.84056,                0.64541,                0.42286,                 1.0612,              0.0013704,              0.0013704,              0.0013704
                    162,                 0.7239,                0.49145,                 1.1685,                0.96866,                0.98283,                0.99299,                 0.8536,                0.61859,                0.42956,                 1.0426,              0.0013664,              0.0013664,              0.0013664
                    163,                0.75376,                0.53226,                 1.1702,                0.97554,                0.98657,                0.99203,                0.84206,                0.65461,                0.42058,                 1.0782,              0.0013624,              0.0013624,              0.0013624
                    164,                 0.7604,                0.54777,                 1.1698,                0.98285,                0.98233,                0.99398,                0.84791,                0.63932,                 0.4026,                 1.0567,              0.0013585,              0.0013585,              0.0013585
                    165,                0.79074,                0.52738,                 1.1947,                0.98568,                0.97314,                0.99238,                0.84217,                0.62619,                 0.4199,                  1.058,              0.0013545,              0.0013545,              0.0013545
                    166,                0.81161,                0.51857,                 1.1941,                0.96916,                0.96466,                  0.989,                0.84748,                0.63241,                0.44225,                 1.0624,              0.0013506,              0.0013506,              0.0013506
                    167,                 0.7679,                0.52021,                 1.2006,                0.97549,                0.98451,                0.99299,                0.84423,                0.63892,                0.41334,                 1.0671,              0.0013466,              0.0013466,              0.0013466
                    168,                0.77714,                0.56562,                 1.2016,                0.98791,                 0.9894,                0.99425,                0.85567,                 0.6253,                0.40539,                 1.0599,              0.0013426,              0.0013426,              0.0013426
                    169,                0.79248,                0.51713,                 1.1902,                 0.9796,                 0.9894,                0.99429,                0.85667,                0.61993,                 0.4078,                 1.0523,              0.0013387,              0.0013387,              0.0013387
                    170,                0.80631,                0.53816,                  1.206,                0.97902,                 0.9788,                0.99412,                 0.8502,                0.62477,                0.40235,                 1.0486,              0.0013347,              0.0013347,              0.0013347
                    171,                 0.7729,                0.54478,                  1.183,                0.97873,                0.97546,                0.99364,                0.84898,                0.62212,                  0.418,                 1.0539,              0.0013308,              0.0013308,              0.0013308
                    172,                0.81521,                0.54916,                 1.2133,                0.98582,                0.98261,                0.99403,                0.84949,                0.61916,                0.43951,                 1.0502,              0.0013268,              0.0013268,              0.0013268
                    173,                0.76973,                0.52718,                  1.179,                0.97218,                0.98773,                0.99338,                0.84856,                0.62635,                0.42646,                  1.057,              0.0013228,              0.0013228,              0.0013228
                    174,                0.77743,                0.51208,                 1.2285,                0.98241,                0.98694,                0.99426,                0.84805,                0.62685,                 0.4188,                 1.0573,              0.0013189,              0.0013189,              0.0013189
                    175,                0.73836,                0.50049,                  1.181,                0.98302,                0.98233,                0.99378,                0.84255,                0.65118,                0.42037,                 1.0677,              0.0013149,              0.0013149,              0.0013149
                    176,                0.73568,                0.48134,                 1.1477,                0.98383,                0.97173,                 0.9931,                0.85127,                0.60492,                0.40485,                 1.0575,               0.001311,               0.001311,               0.001311
                    177,                0.71596,                0.49882,                 1.1809,                0.98443,                0.96466,                0.99328,                0.85411,                0.61469,                0.41999,                 1.0487,               0.001307,               0.001307,               0.001307
                    178,                0.73698,                0.49166,                 1.1632,                0.99292,                0.99053,                0.99461,                0.85973,                0.59784,                0.39297,                  1.042,               0.001303,               0.001303,               0.001303
                    179,                0.74174,                0.48556,                 1.1553,                0.98988,                0.98587,                0.99476,                0.86122,                0.59977,                0.39425,                 1.0446,              0.0012991,              0.0012991,              0.0012991
                    180,                0.72179,                0.48075,                  1.158,                0.98571,                0.97484,                 0.9929,                0.85181,                0.61112,                0.43128,                 1.0433,              0.0012951,              0.0012951,              0.0012951
                    181,                0.78481,                0.52954,                 1.2039,                0.98242,                0.98739,                0.99422,                0.86564,                0.58821,                0.39492,                 1.0247,              0.0012912,              0.0012912,              0.0012912
                    182,                0.72252,                0.46744,                 1.1405,                 0.9952,                 0.9894,                0.99452,                0.85449,                0.60571,                0.40442,                 1.0353,              0.0012872,              0.0012872,              0.0012872
                    183,                0.75836,                0.52148,                 1.1583,                0.99287,                0.98406,                0.99465,                0.85262,                0.60116,                0.41496,                 1.0384,              0.0012832,              0.0012832,              0.0012832
                    184,                0.72924,                0.48974,                  1.165,                0.98831,                0.97527,                0.99343,                0.84837,                0.62088,                0.42806,                 1.0541,              0.0012793,              0.0012793,              0.0012793
                    185,                0.74169,                0.51046,                 1.1604,                0.97209,                0.98472,                0.99257,                0.84662,                0.62877,                0.41868,                 1.0591,              0.0012753,              0.0012753,              0.0012753
                    186,                0.78863,                0.52363,                 1.2006,                0.98208,                0.98233,                0.99415,                0.85523,                0.62701,                0.42226,                 1.0608,              0.0012714,              0.0012714,              0.0012714
                    187,                0.70273,                 0.4681,                 1.1477,                0.98164,                0.98233,                 0.9939,                0.86485,                0.58075,                0.39371,                 1.0369,              0.0012674,              0.0012674,              0.0012674
                    188,                0.74031,                0.49436,                 1.1539,                0.98487,                0.98587,                0.99419,                0.85522,                0.63397,                0.41126,                  1.051,              0.0012634,              0.0012634,              0.0012634
                    189,                0.72903,                0.49985,                  1.169,                0.99132,                0.99293,                0.99479,                0.87035,                0.60053,                0.36921,                 1.0388,              0.0012595,              0.0012595,              0.0012595
                    190,                0.75629,                 0.4955,                 1.1622,                 0.9875,                 0.9682,                0.99372,                0.86618,                0.57589,                0.39112,                 1.0323,              0.0012555,              0.0012555,              0.0012555
                    191,                0.75471,                0.48302,                 1.1532,                      1,                0.97777,                0.99465,                0.87312,                0.57182,                0.37708,                 1.0202,              0.0012516,              0.0012516,              0.0012516
                    192,                0.72835,                0.47292,                 1.1613,                0.97749,                 0.9788,                0.99324,                0.86779,                0.58609,                0.40195,                 1.0278,              0.0012476,              0.0012476,              0.0012476
                    193,                0.79116,                0.51812,                 1.1875,                0.99554,                0.97527,                0.99411,                0.87471,                0.57283,                0.38137,                 1.0166,              0.0012436,              0.0012436,              0.0012436
                    194,                0.75243,                0.51361,                 1.1663,                0.97486,                 0.9788,                0.99279,                0.87626,                0.58995,                0.39561,                 1.0268,              0.0012397,              0.0012397,              0.0012397
                    195,                0.75755,                0.48531,                 1.1673,                0.99289,                0.98741,                0.99431,                0.87287,                0.57903,                0.37652,                 1.0199,              0.0012357,              0.0012357,              0.0012357
                    196,                 0.7704,                0.50131,                 1.1929,                0.99274,                0.96582,                0.99372,                0.85839,                 0.5944,                 0.4035,                 1.0349,              0.0012318,              0.0012318,              0.0012318
                    197,                0.73965,                0.49534,                 1.1778,                0.96857,                0.97994,                0.99131,                0.86541,                0.57006,                0.41225,                  1.024,              0.0012278,              0.0012278,              0.0012278
                    198,                0.72533,                0.47827,                 1.1667,                0.97907,                0.99186,                0.99395,                0.86163,                0.60658,                0.38593,                 1.0504,              0.0012238,              0.0012238,              0.0012238
                    199,                0.72536,                 0.4789,                 1.1568,                0.98385,                0.99293,                0.99457,                0.86798,                0.56744,                0.37722,                 1.0205,              0.0012199,              0.0012199,              0.0012199
                    200,                  0.733,                0.53029,                 1.1874,                0.96618,                 0.9894,                0.99221,                0.86378,                 0.5919,                0.38271,                 1.0318,              0.0012159,              0.0012159,              0.0012159
                    201,                0.74151,                0.48272,                 1.1405,                0.96846,                 0.9894,                0.98955,                0.85395,                0.57354,                0.38754,                 1.0094,               0.001212,               0.001212,               0.001212
                    202,                0.70941,                0.46511,                 1.1306,                0.98586,                0.98576,                0.99302,                0.86744,                 0.5594,                 0.3766,                 1.0005,               0.001208,               0.001208,               0.001208
                    203,                0.71151,                0.47342,                 1.1454,                 0.9825,                0.99176,                0.99443,                0.86469,                0.57654,                0.37381,                 1.0164,               0.001204,               0.001204,               0.001204
                    204,                0.71921,                0.49188,                 1.1556,                0.98942,                0.99161,                0.99453,                0.86873,                0.55918,                0.36964,                0.99877,              0.0012001,              0.0012001,              0.0012001
                    205,                 0.7113,                0.47861,                 1.1744,                0.99257,                0.99293,                0.99468,                0.86837,                0.56753,                0.37294,                 1.0088,              0.0011961,              0.0011961,              0.0011961
                    206,                0.74335,                0.49407,                  1.154,                0.98935,                0.98441,                0.99458,                0.86728,                0.54202,                0.38684,                 1.0017,              0.0011922,              0.0011922,              0.0011922
                    207,                0.72518,                 0.4878,                 1.1387,                0.99211,                0.99293,                0.99486,                0.88253,                0.55664,                0.36283,                 1.0087,              0.0011882,              0.0011882,              0.0011882
                    208,                0.67554,                0.48954,                 1.1219,                0.99587,                0.99293,                0.99496,                0.86628,                0.56521,                0.35756,                 1.0137,              0.0011842,              0.0011842,              0.0011842
                    209,                0.72055,                0.45446,                 1.1383,                0.98341,                0.99293,                0.99472,                0.86206,                0.59993,                0.37764,                 1.0303,              0.0011803,              0.0011803,              0.0011803
                    210,                0.71494,                0.47371,                 1.1399,                0.99087,                0.98233,                0.99489,                0.87816,                0.56315,                0.36997,                0.99578,              0.0011763,              0.0011763,              0.0011763
                    211,                0.69719,                0.45224,                  1.097,                0.99815,                0.98233,                0.99483,                 0.8701,                0.56292,                0.37451,                 1.0027,              0.0011724,              0.0011724,              0.0011724
                    212,                0.69064,                0.49208,                 1.1338,                0.98491,                0.99293,                0.99468,                  0.861,                0.59105,                  0.376,                 1.0147,              0.0011684,              0.0011684,              0.0011684
                    213,                0.71067,                0.46238,                 1.1023,                0.99145,                 0.9894,                0.99479,                0.85743,                0.61354,                0.38964,                 1.0288,              0.0011644,              0.0011644,              0.0011644
                    214,                0.72887,                0.46735,                 1.1412,                 0.9929,                0.98853,                0.99489,                0.87437,                0.56055,                0.36603,                0.99818,              0.0011605,              0.0011605,              0.0011605
                    215,                0.71102,                 0.4535,                 1.1366,                 0.9756,                0.98898,                0.99382,                0.86303,                0.58684,                0.37892,                 1.0213,              0.0011565,              0.0011565,              0.0011565
                    216,                0.68927,                0.45456,                 1.1472,                0.98941,                0.99043,                0.99472,                0.88605,                0.53939,                0.35095,                0.99272,              0.0011526,              0.0011526,              0.0011526
                    217,                0.71123,                0.46423,                 1.1403,                0.99643,                0.98501,                0.99482,                0.86574,                0.58708,                0.37682,                  1.023,              0.0011486,              0.0011486,              0.0011486
                    218,                0.75842,                0.47897,                 1.1711,                0.97796,                0.98587,                0.99387,                0.87098,                0.56495,                0.37452,                 1.0102,              0.0011446,              0.0011446,              0.0011446
                    219,                0.74231,                0.47311,                 1.1578,                0.99202,                 0.9894,                0.99472,                0.87379,                0.56738,                0.35234,                 1.0085,              0.0011407,              0.0011407,              0.0011407
                    220,                 0.7341,                0.46799,                 1.1723,                      1,                0.98849,                0.99493,                0.88253,                0.56125,                0.35406,                 1.0092,              0.0011367,              0.0011367,              0.0011367
                    221,                0.74521,                 0.4578,                 1.1541,                0.99176,                0.99293,                0.99493,                0.88343,                0.55306,                0.35004,                 1.0035,              0.0011328,              0.0011328,              0.0011328
                    222,                0.68324,                0.43698,                 1.1276,                0.98942,                0.99154,                0.99443,                0.87093,                0.57493,                0.35797,                 1.0124,              0.0011288,              0.0011288,              0.0011288
                    223,                0.68721,                 0.4405,                 1.1184,                0.99293,                0.99237,                0.99486,                0.88282,                 0.5484,                0.35985,                 1.0016,              0.0011248,              0.0011248,              0.0011248
                    224,                0.66768,                0.43599,                 1.1309,                0.98593,                0.99048,                0.99457,                0.86809,                0.56932,                0.35603,                 1.0186,              0.0011209,              0.0011209,              0.0011209
                    225,                0.69197,                0.43767,                 1.1134,                0.99206,                0.99293,                0.99454,                0.88062,                 0.5347,                0.34292,                 1.0022,              0.0011169,              0.0011169,              0.0011169
                    226,                0.70503,                0.46585,                 1.1574,                0.99266,                0.99293,                0.99493,                0.88077,                0.53605,                0.34228,                0.99972,               0.001113,               0.001113,               0.001113
                    227,                0.67991,                0.43738,                 1.1313,                0.98615,                0.99293,                0.99464,                0.87415,                 0.5527,                0.36732,                0.99978,               0.001109,               0.001109,               0.001109
                    228,                0.68411,                0.44338,                   1.13,                      1,                0.98928,                0.99469,                0.87476,                0.54652,                0.34754,                0.99506,               0.001105,               0.001105,               0.001105
                    229,                0.67182,                0.43288,                 1.1154,                0.98942,                0.99127,                 0.9945,                0.88192,                 0.5429,                0.33815,                0.99058,              0.0011011,              0.0011011,              0.0011011
                    230,                0.69962,                0.46898,                 1.1408,                0.98937,                0.98662,                0.99451,                0.87193,                0.54724,                0.35614,                0.99822,              0.0010971,              0.0010971,              0.0010971
                    231,                 0.6757,                0.44037,                 1.1328,                0.98728,                 0.9894,                0.99449,                0.87969,                0.53507,                0.35384,                0.99194,              0.0010932,              0.0010932,              0.0010932
                    232,                0.70944,                0.45538,                 1.1495,                0.98183,                0.99293,                0.99428,                0.87858,                0.52937,                0.35326,                0.98832,              0.0010892,              0.0010892,              0.0010892
                    233,                0.70931,                0.46049,                 1.1384,                 0.9921,                0.99293,                0.99472,                0.88452,                0.51495,                0.34841,                0.97858,              0.0010852,              0.0010852,              0.0010852
                    234,                0.71171,                0.44817,                 1.1633,                0.98555,                0.99293,                0.99464,                0.87913,                0.53558,                0.34337,                0.98955,              0.0010813,              0.0010813,              0.0010813
                    235,                0.67785,                0.44385,                 1.1203,                 0.9771,                 0.9894,                0.99436,                0.87875,                0.55398,                0.35271,                0.99534,              0.0010773,              0.0010773,              0.0010773
                    236,                0.66122,                 0.4384,                 1.0852,                0.99645,                0.99237,                0.99493,                0.87925,                0.53872,                 0.3426,                0.99184,              0.0010734,              0.0010734,              0.0010734
                    237,                0.67978,                0.45521,                 1.1187,                0.96231,                0.99252,                0.99331,                0.86981,                0.55125,                0.38341,                0.99076,              0.0010694,              0.0010694,              0.0010694
                    238,                0.66489,                0.43875,                 1.1276,                0.98684,                0.97173,                0.99421,                0.87523,                0.54593,                0.38717,                0.99442,              0.0010654,              0.0010654,              0.0010654
                    239,                0.66669,                  0.434,                 1.1164,                0.99009,                0.98587,                0.99461,                0.89115,                0.50711,                0.33704,                0.96413,              0.0010615,              0.0010615,              0.0010615
                    240,                0.68113,                0.48466,                 1.1426,                 0.9946,                 0.9894,                0.99475,                0.88946,                 0.5239,                0.34491,                0.97606,              0.0010575,              0.0010575,              0.0010575
                    241,                0.66732,                0.43395,                 1.1047,                0.99292,                0.99162,                0.99482,                 0.8866,                0.51227,                0.33557,                0.97369,              0.0010536,              0.0010536,              0.0010536
                    242,                0.66031,                0.43813,                  1.096,                0.98944,                0.99288,                0.99454,                0.88343,                 0.5394,                0.34121,                0.98841,              0.0010496,              0.0010496,              0.0010496
                    243,                0.62343,                0.42578,                 1.0795,                0.99227,                0.99293,                0.99472,                0.88552,                0.52872,                0.33803,                0.98905,              0.0010456,              0.0010456,              0.0010456
                    244,                0.68444,                0.43251,                 1.1036,                0.99644,                0.98931,                0.99486,                0.89079,                0.50392,                0.33737,                 0.9736,              0.0010417,              0.0010417,              0.0010417
                    245,                0.66414,                0.43101,                 1.1011,                0.99841,                0.99293,                  0.995,                0.89216,                0.50029,                0.33366,                0.97211,              0.0010377,              0.0010377,              0.0010377
                    246,                0.72236,                0.46887,                 1.1323,                0.99645,                0.99238,                0.99496,                0.87821,                0.53069,                0.34455,                0.98223,              0.0010338,              0.0010338,              0.0010338
                    247,                 0.6663,                0.45929,                 1.1101,                0.99218,                0.99293,                0.99468,                0.88267,                0.51581,                0.33997,                0.98294,              0.0010298,              0.0010298,              0.0010298
                    248,                0.67354,                0.45293,                 1.1208,                0.99482,                0.99293,                0.99411,                0.89134,                0.50053,                0.33438,                0.97739,              0.0010258,              0.0010258,              0.0010258
                    249,                0.65999,                0.44094,                 1.1015,                0.99373,                0.99293,                0.99443,                0.88809,                0.50637,                0.33173,                0.97796,              0.0010219,              0.0010219,              0.0010219
                    250,                0.66871,                0.46555,                 1.1107,                0.98943,                0.99243,                 0.9939,                0.88049,                0.53159,                 0.3524,                0.98579,              0.0010179,              0.0010179,              0.0010179
                    251,                0.63192,                0.41797,                 1.0962,                 0.9863,                 0.9894,                0.99446,                0.87443,                0.53873,                0.36952,                0.98585,               0.001014,               0.001014,               0.001014
                    252,                0.65771,                0.43714,                 1.0977,                0.99559,                0.99293,                0.99496,                0.88048,                0.53794,                0.34334,                0.98868,                0.00101,                0.00101,                0.00101
                    253,                 0.6725,                0.44267,                 1.1167,                0.99525,                0.99293,                0.99496,                0.89002,                 0.4908,                0.33544,                0.96354,               0.001006,               0.001006,               0.001006
                    254,                0.71601,                0.45352,                 1.1659,                0.99475,                0.99293,                0.99486,                0.89053,                 0.5166,                0.33776,                0.98012,              0.0010021,              0.0010021,              0.0010021
                    255,                0.68426,                0.44295,                 1.1079,                0.98251,                0.99293,                0.99444,                0.89278,                0.49955,                0.34031,                0.97289,             0.00099812,             0.00099812,             0.00099812
                    256,                0.67723,                 0.4285,                 1.1228,                0.99458,                0.99293,                0.99479,                0.88513,                0.53971,                0.33527,                0.98571,             0.00099416,             0.00099416,             0.00099416
                    257,                0.66376,                0.42931,                 1.1001,                0.99583,                0.99293,                0.99475,                0.89542,                0.50762,                0.32193,                0.97074,              0.0009902,              0.0009902,              0.0009902
                    258,                0.68722,                0.43701,                 1.1497,                 0.9952,                0.99293,                0.99486,                0.88962,                0.51876,                0.32522,                 0.9725,             0.00098624,             0.00098624,             0.00098624
                    259,                0.66605,                0.42227,                 1.1005,                0.98509,                0.99293,                0.99405,                0.88024,                0.51596,                0.34194,                0.97269,             0.00098228,             0.00098228,             0.00098228
                    260,                0.66662,                0.42217,                  1.105,                0.97922,                0.99293,                0.99384,                0.88262,                0.50863,                0.34218,                0.96838,             0.00097832,             0.00097832,             0.00097832
                    261,                0.68099,                0.43636,                 1.1168,                0.99093,                0.99293,                0.99486,                0.88789,                0.51531,                0.32504,                0.97148,             0.00097436,             0.00097436,             0.00097436
                    262,                0.69464,                0.42946,                 1.0957,                0.99645,                0.99201,                0.99493,                0.89744,                0.48415,                0.31066,                0.95934,              0.0009704,              0.0009704,              0.0009704
                    263,                0.64118,                0.39759,                  1.083,                0.98943,                0.99201,                0.99475,                0.89322,                0.50408,                0.31962,                0.97055,             0.00096644,             0.00096644,             0.00096644
                    264,                0.69044,                0.44578,                 1.1045,                0.98942,                0.99181,                0.99479,                0.89338,                 0.4968,                0.32631,                0.95973,             0.00096248,             0.00096248,             0.00096248
                    265,                0.65561,                0.42824,                 1.1116,                0.99645,                0.99068,                0.99496,                0.89179,                0.50978,                0.32339,                0.96377,             0.00095852,             0.00095852,             0.00095852
                    266,                0.67954,                0.42691,                 1.1039,                0.99645,                0.99158,                0.99493,                0.90434,                0.47958,                0.31548,                 0.9513,             0.00095456,             0.00095456,             0.00095456
                    267,                0.64041,                0.41404,                 1.1053,                0.99402,                 0.9894,                0.99489,                0.89688,                0.49735,                0.32168,                0.95694,              0.0009506,              0.0009506,              0.0009506
                    268,                0.62887,                0.40943,                  1.087,                  0.992,                 0.9894,                0.99457,                0.89743,                 0.4863,                0.32355,                0.95392,             0.00094664,             0.00094664,             0.00094664
                    269,                0.67558,                0.43383,                  1.097,                0.99644,                0.98807,                0.99437,                0.88845,                0.49097,                0.34039,                0.95565,             0.00094268,             0.00094268,             0.00094268
                    270,                0.65781,                0.42308,                 1.1001,                0.98486,                 0.9894,                0.99444,                0.89085,                0.49486,                0.33534,                0.95317,             0.00093872,             0.00093872,             0.00093872
                    271,                0.62081,                0.41681,                 1.0793,                 0.9844,                0.99293,                0.99442,                0.89389,                0.49274,                0.32948,                0.94927,             0.00093476,             0.00093476,             0.00093476
                    272,                0.59831,                 0.3928,                 1.0528,                0.99645,                0.99239,                0.99496,                0.89973,                0.46644,                0.31746,                0.93531,              0.0009308,              0.0009308,              0.0009308
                    273,                0.64515,                0.41044,                 1.0866,                0.99446,                0.99293,                0.99493,                0.89546,                0.51003,                0.32296,                0.96285,             0.00092684,             0.00092684,             0.00092684
                    274,                0.67363,                0.42226,                 1.1187,                0.99625,                0.99293,                0.99482,                 0.9036,                0.46818,                0.31904,                0.94101,             0.00092288,             0.00092288,             0.00092288
                    275,                0.66804,                0.42524,                 1.0907,                0.98806,                0.99293,                0.99438,                0.89476,                0.49892,                0.32028,                0.94864,             0.00091892,             0.00091892,             0.00091892
                    276,                0.64529,                0.41496,                 1.0865,                 0.9946,                0.99293,                0.99475,                0.90677,                0.47649,                0.30833,                0.94207,             0.00091496,             0.00091496,             0.00091496
                    277,                0.65271,                0.41287,                 1.0912,                0.99917,                0.99293,                  0.995,                0.90847,                0.47012,                0.30405,                0.94335,               0.000911,               0.000911,               0.000911
                    278,                0.64722,                0.40243,                 1.1075,                0.99644,                0.98921,                0.99468,                0.90286,                0.48874,                0.31205,                 0.9519,             0.00090704,             0.00090704,             0.00090704
                    279,                0.63462,                0.41665,                 1.0983,                0.98946,                0.99547,                0.99464,                0.90224,                0.46953,                0.30383,                 0.9405,             0.00090308,             0.00090308,             0.00090308
                    280,                0.64859,                0.42355,                  1.094,                0.99155,                0.99647,                0.99486,                0.89686,                0.48749,                0.31817,                0.95222,             0.00089912,             0.00089912,             0.00089912
                    281,                0.64338,                0.41589,                 1.0998,                0.99645,                0.99134,                 0.9945,                0.89186,                0.49403,                0.32362,                0.95331,             0.00089516,             0.00089516,             0.00089516
                    282,                0.64439,                0.41619,                 1.0961,                0.99285,                0.99293,                0.99408,                0.89279,                0.48529,                0.32066,                0.95591,              0.0008912,              0.0008912,              0.0008912
                    283,                0.65666,                0.41783,                 1.1044,                0.99294,                0.99444,                0.99482,                0.90605,                0.46622,                0.31412,                0.94634,             0.00088724,             0.00088724,             0.00088724
                    284,                0.60855,                0.40004,                 1.0688,                0.99644,                0.98889,                0.99496,                0.90493,                0.47659,                0.31792,                0.94866,             0.00088328,             0.00088328,             0.00088328
                    285,                0.64811,                0.42728,                 1.1139,                0.99514,                 0.9894,                0.99482,                0.91285,                0.46466,                0.30252,                0.94393,             0.00087932,             0.00087932,             0.00087932
                    286,                0.64407,                0.42583,                 1.1032,                      1,                0.99174,                  0.995,                0.90218,                0.47055,                0.30519,                0.94394,             0.00087536,             0.00087536,             0.00087536
                    287,                 0.6401,                0.41509,                 1.0799,                0.99604,                0.99647,                  0.995,                0.90734,                0.46569,                0.30929,                0.94043,              0.0008714,              0.0008714,              0.0008714
                    288,                0.63758,                0.41871,                 1.1007,                 0.9964,                0.99293,                0.99496,                0.90992,                0.46165,                0.30382,                0.93414,             0.00086744,             0.00086744,             0.00086744
                    289,                0.61777,                0.40872,                 1.0551,                 0.9959,                0.99293,                0.99496,                0.90363,                0.48385,                0.30685,                0.94723,             0.00086348,             0.00086348,             0.00086348
                    290,                 0.6438,                0.40769,                 1.0766,                0.99645,                0.99287,                0.99496,                0.91032,                 0.4617,                0.31064,                 0.9386,             0.00085952,             0.00085952,             0.00085952
                    291,                0.64432,                 0.4057,                 1.0875,                0.98946,                0.99492,                0.99486,                0.90208,                 0.4755,                0.30924,                0.94325,             0.00085556,             0.00085556,             0.00085556
                    292,                0.63148,                0.40046,                 1.0807,                0.99341,                 0.9894,                0.99479,                0.91446,                0.46599,                0.31143,                0.93985,              0.0008516,              0.0008516,              0.0008516
                    293,                0.65675,                0.41621,                 1.1081,                0.99622,                0.99293,                0.99493,                0.89947,                0.48154,                0.31071,                0.94934,             0.00084764,             0.00084764,             0.00084764
                    294,                0.58949,                 0.4013,                 1.0642,                0.98947,                0.99607,                0.99482,                0.90871,                0.45477,                0.30758,                0.93805,             0.00084368,             0.00084368,             0.00084368
                    295,                0.61214,                0.38205,                  1.068,                 0.9891,                0.99293,                0.99471,                0.90485,                0.46829,                0.31789,                0.94084,             0.00083972,             0.00083972,             0.00083972
                    296,                0.62983,                0.41607,                 1.0872,                 0.9885,                0.99293,                0.99468,                0.90901,                0.47101,                0.31742,                 0.9425,             0.00083576,             0.00083576,             0.00083576
                    297,                0.63123,                  0.417,                 1.0732,                0.98933,                0.99293,                0.99461,                0.91239,                0.46941,                0.31605,                 0.9389,              0.0008318,              0.0008318,              0.0008318
                    298,                 0.6647,                0.44234,                 1.1278,                0.99848,                0.99293,                  0.995,                0.90359,                0.48274,                 0.3148,                0.94731,             0.00082784,             0.00082784,             0.00082784
                    299,                0.63408,                0.41161,                  1.086,                0.99646,                0.99581,                0.99493,                0.90823,                0.45716,                0.29953,                 0.9321,             0.00082388,             0.00082388,             0.00082388
                    300,                0.64317,                0.40359,                 1.0894,                0.99554,                0.99293,                0.99493,                  0.904,                0.48183,                0.31063,                0.94425,             0.00081992,             0.00081992,             0.00081992
                    301,                0.60699,                0.42188,                 1.1042,                0.99304,                0.99293,                0.99496,                0.89499,                0.50399,                0.31607,                0.95433,             0.00081596,             0.00081596,             0.00081596
                    302,                0.67671,                0.40823,                 1.1043,                0.99295,                 0.9959,                  0.995,                 0.9091,                0.45778,                0.30133,                0.93098,               0.000812,               0.000812,               0.000812
                    303,                 0.6241,                0.39094,                 1.0723,                0.99749,                0.99647,                  0.995,                0.91026,                0.45424,                0.30628,                0.92715,             0.00080804,             0.00080804,             0.00080804
                    304,                0.62939,                0.41888,                 1.0635,                0.99581,                0.99647,                0.99496,                0.91296,                0.44457,                0.30175,                 0.9192,             0.00080408,             0.00080408,             0.00080408
                    305,                0.62051,                0.39679,                 1.0769,                0.99646,                0.99568,                0.99493,                0.90315,                0.46025,                0.29569,                0.93467,             0.00080012,             0.00080012,             0.00080012
                    306,                 0.6157,                0.39442,                 1.0741,                0.99619,                0.99293,                0.99493,                0.90748,                 0.4675,                0.31161,                 0.9348,             0.00079616,             0.00079616,             0.00079616
                    307,                 0.6143,                0.39314,                 1.0721,                0.98881,                0.99293,                0.99489,                0.91269,                0.44213,                0.31288,                0.92834,              0.0007922,              0.0007922,              0.0007922
                    308,                0.62774,                0.40133,                 1.0816,                 0.9901,                 0.9894,                0.99457,                0.90491,                0.46289,                0.30962,                0.93648,             0.00078824,             0.00078824,             0.00078824
